year,bin_left,bin_right,bin_center_geo,N_bin,mean,geometric_mean,median,std,ccdf
1976,0.49759157606293647,0.5473507336692301,0.5218784477497388,10,0.4975915760629365,0.49759157606293647,0.49759157606293647,5.851389114294502e-17,1.0
1976,0.9696652130897956,1.0666317343987752,1.016993455251373,2,0.9951831521258729,0.9951831521258729,0.9951831521258729,0.0,0.9999326127388879
1976,2.766568018800211,3.0432248206802326,2.9016010171822275,4,2.9855494563776186,2.985549456377618,2.9855494563776186,0.0,0.9999191352866654
1976,4.901144005953723,5.391258406549096,5.140363199600367,8,4.975915760629364,4.9759157606293645,4.975915760629364,0.0,0.9998921803822205
1976,5.391258406549096,5.930384247204006,5.654399519560404,1,5.4735073366923,5.4735073366923,5.4735073366923,,0.9998382705733309
1976,5.930384247204006,6.523422671924408,6.219839471516445,1,5.971098912755237,5.971098912755237,5.971098912755237,,0.9998315318472196
1976,7.175764939116848,7.893341433028533,7.5260057605349,5,7.463873640944046,7.463873640944046,7.463873640944046,0.0,0.9998247931211084
1976,8.682675576331388,9.550943133964529,9.10646697024723,1,8.956648369132855,8.956648369132854,8.956648369132855,,0.9997910994905523
1976,9.550943133964529,10.506037447360981,10.017113667271955,32,9.967381258010693,9.967016578768053,9.951831521258727,0.08796259442385126,0.9997843607644411
1976,11.556641192097079,12.712305311306789,12.120707537399065,15,12.439789401573414,12.439789401573409,12.43978940157341,3.677408027917051e-15,0.9995687215288822
1976,12.712305311306789,13.98353584243747,13.332778291138975,4,13.434972553699282,13.42575473268018,13.434972553699282,0.5745692607728534,0.9994676406372139
1976,13.98353584243747,15.381889426681218,14.666056120252874,76,14.92774728188809,14.9277472818881,14.927747281888092,1.788160004724363e-15,0.9994406857327691
1976,15.381889426681218,16.92007836934934,16.132661732278162,3,16.254658151389254,16.252953970844615,16.4205220100769,0.28728463038642515,0.9989285425483166
1976,16.92007836934934,18.61208620628428,17.74592790550598,12,17.540103056218513,17.537663857776003,17.415705162202777,0.30929374834486506,0.9989083263699831
1976,18.61208620628428,20.473294826912706,19.52052069605658,119,19.736405369891262,19.73281656972012,19.903663042517454,0.37369830313376123,0.9988274616566484
1976,20.473294826912706,22.520624309603978,21.47257276566224,10,21.794511031556617,21.785607305556262,21.8940293467692,0.6551097511505857,0.9980255532494138
1976,22.520624309603978,24.772686740564378,23.619830042228465,2,23.386804074958015,23.381509948331047,23.386804074958015,0.7037007553908075,0.9979581659883016
1976,24.772686740564378,27.249955414620818,25.981813046451315,256,24.92817173049672,24.92660334675597,24.87957880314682,0.2865377227935483,0.9979446885360791
1976,27.249955414620818,29.974950956082903,28.579994351096445,178,29.710130732566785,29.704763053867342,29.855494563776183,0.5532468701811588,0.9962195746516078
1976,29.974950956082903,32.9724460516912,31.437993786206096,10,32.19417497127199,32.18702233581622,32.34345244409087,0.7056527723317408,0.9950200814038114
1976,32.9724460516912,36.26969065686032,34.581793164826706,77,34.805561411363335,34.805194823573174,34.83141032440555,0.15932960734497917,0.9949526941426993
